t_g, g1, g2, g3
7.199994, 0.363626, -0.607791, -0.157408
7.219994, 0.226177, -0.005931, -0.115509
7.239994, 0.093492, 0.192919, -0.478585
7.259994, 0.037150, -0.322352, -0.249921
7.279994, -0.011481, -0.430419, 0.090015
7.299994, 0.368772, -0.084221, 0.196420
7.319994, 0.546360, -0.448690, -0.573168
7.339994, 0.234190, -0.336211, -0.368137
7.359994, 0.241349, -0.127875, -0.282755
7.379994, 0.322385, -0.380340, -0.153674
7.399994, 0.169628, 0.017937, -0.047000
7.419994, 0.266985, -0.214605, -0.238837
7.439994, 0.413081, -0.274799, -0.299609
7.459994, 0.452328, -0.428818, -0.224594
7.479994, 0.511366, -0.103326, 0.135790
7.499994, 0.250472, 0.044762, -0.025451
7.519994, 0.281005, -0.178097, -0.259800
7.539994, 0.731936, -0.233674, -0.050968
7.559994, 0.368181, -0.310560, 0.081568
7.579994, 0.095684, -0.002480, -0.105979
7.599994, 0.141726, 0.044386, 0.067939
7.619994, 0.242569, -0.182634, -0.323953
7.639994, 0.134584, -0.283527, -0.054408
7.659994, 0.277786, -0.482261, -0.148462
7.679994, 2.393722, -0.010299, 0.215149
7.699994, -9.905472, -6.609775, 0.205898
7.719994, 3.467782, 0.512082, -0.708240
7.739994, -0.913165, -3.018978, 1.299726
7.759994, 1.657089, -0.064116, -0.593642
7.779994, -0.564541, 0.237914, -0.176842
7.799994, -0.022656, 0.537903, -1.352744
7.819993, 0.710842, -0.618520, -0.487638
7.839993, -0.097267, 0.547815, -0.704282
7.859993, -0.266936, -1.018629, 0.403545
7.879993, 1.193736, -0.172864, -0.537589
7.899993, 0.284686, 0.890946, -0.659860
7.919993, 0.066735, -0.815752, 0.200037
7.939993, 0.360059, -0.647477, -0.193876
7.959993, 0.696937, -0.386049, -0.550111
7.979993, 0.519617, -0.910378, 0.352245
7.999993, 0.500047, 0.113924, -0.225916
8.019994, 0.046649, 0.745154, -0.153019
8.039994, 0.086708, -0.351965, -0.402668
8.059995, 0.691608, -1.225415, -0.404570
8.079995, 0.672596, -0.043816, -0.490774
8.099996, 0.182355, -0.508865, -0.191955
8.119996, 0.281858, -0.074677, -0.307930
8.139997, 0.494092, 0.034600, -0.563327
8.159997, 0.124045, -0.355263, 0.099997
8.179997, 0.276131, 0.030824, -0.156135
8.199998, -0.001739, -0.435751, 0.004443
8.219998, -0.140041, -0.032224, -0.113329
8.239999, 0.495757, -0.726981, -0.516317
8.259999, 0.621783, -0.447481, -0.294967
8.280000, 0.142363, -0.270136, -0.146516
8.300000, 0.445096, -0.584920, -0.202811
8.320001, 0.129298, -0.400853, -0.342467
8.340001, 0.072911, -0.227255, -0.328017
8.360002, 0.443260, -0.181712, -0.454947
8.380002, 0.268744, -0.015261, -0.126895
8.400002, 0.088577, 0.087472, -0.239248
8.420003, 0.172355, -0.135850, 0.120874
8.440003, 0.478604, 0.065387, 0.127457
8.460004, 0.274344, -0.248666, -0.373332
8.480004, 0.043209, -0.130046, -0.137671
8.500005, 0.332822, 0.155306, -0.342529
8.520005, 0.338266, 0.057073, -0.508491
8.540006, 0.193449, 0.163953, -0.418888
8.560006, 0.503527, -0.072132, -0.042375
8.580007, 0.563260, -0.334398, -0.144571
8.600007, 0.023315, 0.093891, -0.388403
8.620008, -0.004678, -0.479169, -0.187694
8.640008, 0.376620, -0.004253, -0.205504
8.660008, 0.171208, -0.164859, -0.236008
8.680009, 0.139111, 0.099706, -0.437976
8.700009, 0.067641, -0.228660, -0.093354
8.720010, 0.312481, 0.199348, -0.472295
8.740010, 0.190326, -0.178390, -0.374011
8.760011, 0.436136, -0.043598, -0.480102
8.780011, 0.201003, -0.431782, -0.176064
8.800012, 0.468025, -0.333096, -0.230876
8.820012, 0.577935, -0.052153, -0.279770
8.840013, -0.001329, 0.009402, -0.088523
8.860013, 0.524442, 0.055911, -0.386605
8.880013, 0.544292, -0.356244, -0.324664
8.900014, 0.503817, -0.114571, -0.311587
8.920014, -0.032146, -0.367947, -0.139886
8.940015, 3.342258, 0.191318, 2.617132
8.960015, -6.721656, -3.190515, -0.424096
8.980016, 0.868838, 2.410652, 0.299045
9.000016, 1.093513, -0.683963, -0.995637
9.020017, 0.867972, 0.204326, -0.251442
9.040017, 1.381138, -0.279671, -0.932819
9.060018, -0.119119, -0.418433, 0.139570
9.080018, -0.233428, 0.117170, -0.292276
9.100019, 0.234021, -0.313953, -0.765895
9.120019, -0.099847, 0.170388, -0.409467
9.140019, 0.331470, -0.221614, 0.283767
9.160020, -0.022393, 0.047919, -0.198741
9.180020, -0.026709, -0.446864, -0.476044
9.200021, -0.226166, -0.106572, -0.038513
9.220021, 0.314904, -0.313732, -0.349755
9.240022, 0.422792, -0.274278, -0.435111
9.260022, 0.641334, 0.173226, -0.015591
9.280023, 0.359009, 0.035498, -0.165149
9.300023, 0.589497, -0.568041, -0.144767
9.320024, 0.466327, -0.382179, -0.081100
9.340024, 0.377564, -0.146369, -0.244092
9.360024, 0.162425, -0.472293, -0.409958
9.380025, 0.271264, -0.204446, -0.054584
9.400025, 0.204808, -0.344168, -0.569225
9.420026, 0.202067, 0.128385, -0.301684
9.440026, -0.265855, -0.083895, -0.117798
9.460027, 0.320141, -0.125536, -0.415624
9.480027, 0.187343, -0.394929, -0.312271
9.500028, 0.607337, -0.263546, -0.100924
9.520028, -0.107788, -0.000033, 0.108449
9.540029, 0.090021, 0.113255, -0.444282
9.560029, 0.239223, -0.237907, -0.423637
9.580029, 0.062006, -0.361918, 0.212107
9.600030, 0.255904, -0.041158, -0.169662
9.620030, 0.222723, -0.078138, -0.072121
9.640031, 0.013277, -0.067005, -0.246309
9.660031, 0.426305, -0.592045, -0.037799
9.680032, 0.535345, -0.158650, -0.338954
9.700032, 0.395517, -0.011953, -0.238824
