t_uk, uk1, uk2, uk3
6.119995, -0.000827, -0.000289, -0.001433
6.139995, -0.001849, -0.000873, -0.000307
6.159995, -0.001806, -0.001395, -0.001029
6.179995, -0.001534, -0.000465, -0.002272
6.199995, -0.001248, -0.001755, -0.002174
6.219995, -0.000674, -0.000814, -0.002217
6.239995, -0.001545, -0.001768, -0.001909
6.259995, -0.001981, -0.000040, -0.001424
6.279995, -0.000852, -0.000814, -0.001579
6.299995, -0.001693, 0.000800, -0.000900
6.319995, -0.001966, 0.000117, -0.001890
6.339995, -0.002115, 0.000645, -0.001624
6.359995, -0.001606, -0.000849, -0.001998
6.379995, -0.000698, -0.000324, -0.002238
6.399995, -0.001213, 0.000247, -0.002029
6.419995, -0.002360, -0.001319, -0.000447
6.439995, -0.002109, 0.000890, -0.001141
6.459995, -0.001502, -0.002280, -0.001639
6.479995, -0.001444, 0.001693, -0.001400
6.499995, -0.001156, -0.000904, -0.002731
6.519995, -0.001031, 0.001551, -0.002844
6.539995, -0.000924, 0.000864, -0.002040
6.559995, -0.001314, -0.000337, -0.000662
6.579995, -0.002609, -0.002151, 0.001195
6.599995, -0.001954, -0.001619, -0.000566
6.619995, -0.001875, -0.001042, -0.002303
6.639995, -0.000440, -0.001808, -0.001708
6.659995, -0.001533, -0.000851, -0.002345
6.679995, -0.002352, -0.000893, -0.002101
6.699995, -0.001024, -0.001264, -0.002463
6.719995, -0.000862, -0.002246, -0.001654
6.739995, -0.001166, -0.002165, 0.000583
6.759995, -0.001968, -0.002027, 0.000576
6.779994, -0.001800, -0.002083, -0.000703
6.799994, -0.001223, -0.000508, -0.001880
6.819994, -0.001367, 0.000399, -0.003816
6.839994, -0.002437, -0.000474, -0.002128
6.859994, -0.001400, -0.000732, -0.000514
6.879994, -0.002586, -0.000642, -0.000321
6.899994, -0.001512, 0.000983, -0.000435
6.919994, -0.001929, 0.000241, -0.002139
6.939994, -0.001452, -0.000948, -0.002425
6.959994, -0.001796, -0.000143, -0.003112
6.979994, -0.000209, -0.001506, -0.001641
6.999994, -0.002040, -0.000116, -0.001885
7.019994, -0.001729, -0.002508, -0.001044
7.039994, -0.001442, 0.000050, -0.001366
7.059994, -0.002369, -0.000720, -0.002316
7.079994, -0.002046, -0.001923, -0.000741
7.099994, -0.001396, 0.000044, -0.001641
7.119994, -0.001281, 0.000186, -0.001612
7.139994, -0.001112, -0.000740, -0.003563
7.159994, -0.000992, 0.000400, -0.000404
7.179994, -0.001031, 0.002552, -0.002999
7.199994, -0.001121, 0.002946, -0.003419
7.219994, -0.002520, 0.001602, -0.003266
7.239994, -0.000711, 0.002718, -0.001965
7.259994, -0.001644, 0.000009, -0.000085
7.279994, -0.001520, 0.000170, -0.000818
7.299994, -0.001960, 0.000495, -0.001545
7.319994, -0.000899, -0.002097, -0.002718
7.339994, -0.000058, -0.002734, -0.001400
7.359994, -0.001581, -0.002154, -0.001084
7.379994, -0.001763, -0.000163, -0.000983
7.399994, -0.001505, 0.001344, -0.001916
7.419994, -0.001683, 0.000381, -0.002229
7.439994, -0.001207, 0.000968, -0.001688
7.459994, -0.001739, 0.000445, -0.000855
7.479994, -0.002023, -0.001920, 0.000317
7.499994, -0.001235, -0.002034, 0.000671
7.519994, -0.001810, 0.000410, 0.000243
7.539994, -0.002974, 0.000746, -0.000347
7.559994, -0.002367, 0.001772, -0.000606
7.579994, -0.001016, 0.004703, -0.002943
7.599994, -0.001796, 0.007479, -0.005992
7.619994, -0.001498, 0.012770, -0.006663
7.639994, -0.003119, 0.016768, -0.008070
7.659994, -0.005912, 0.026184, -0.011931
7.679994, -0.009223, 0.064823, -0.022850
7.699994, -0.001281, 0.110031, -0.026879
7.719994, 0.003135, 0.125191, -0.023518
7.739994, 0.003679, 0.158719, -0.026157
7.759994, 0.003700, 0.209441, -0.024551
7.779994, 0.001557, 0.280274, -0.023597
7.799994, -0.003887, 0.326130, -0.063392
7.819993, -0.096377, 0.314585, -0.163139
7.839993, -0.182872, 0.362496, -0.220277
7.859993, -0.239998, 0.442098, -0.253978
7.879993, -0.301017, 0.547858, -0.324037
7.899993, -0.364230, 0.640790, -0.414363
7.919993, -0.463056, 0.729083, -0.484118
7.939993, -0.568719, 0.840209, -0.537743
7.959993, -0.639076, 0.916399, -0.555011
7.979993, -0.666351, 0.971674, -0.619985
7.999993, -0.613168, 0.987426, -0.713167
8.019994, -0.535058, 0.984119, -0.774087
8.039994, -0.430566, 0.979578, -0.819263
8.059995, -0.324727, 0.963633, -0.840717
8.079995, -0.237531, 0.949645, -0.854946
8.099996, -0.194502, 0.937010, -0.872033
8.119996, -0.179780, 0.912793, -0.878423
8.139997, -0.180782, 0.879640, -0.874593
8.159997, -0.224250, 0.870321, -0.855786
8.179997, -0.256414, 0.867008, -0.837279
8.199998, -0.258415, 0.845719, -0.803895
8.219998, -0.238064, 0.821719, -0.771460
8.239999, -0.171041, 0.786173, -0.764931
8.259999, -0.096374, 0.752766, -0.788762
8.280000, -0.039293, 0.734203, -0.821524
8.300000, 0.004442, 0.705448, -0.847097
8.320001, 0.022847, 0.685515, -0.862401
8.340001, 0.041531, 0.668870, -0.892682
8.360002, 0.076144, 0.652579, -0.944393
8.380002, 0.118635, 0.627303, -1.001103
8.400002, 0.136508, 0.590287, -1.024313
8.420003, 0.110146, 0.552449, -1.015909
8.440003, 0.059898, 0.517470, -0.993640
8.460004, 0.007771, 0.478627, -0.962809
8.480004, -0.049182, 0.438386, -0.915140
8.500005, -0.116839, 0.403021, -0.860810
8.520005, -0.183867, 0.378432, -0.803123
8.540006, -0.230286, 0.351549, -0.749522
8.560006, -0.264747, 0.333619, -0.704264
8.580007, -0.262215, 0.333046, -0.675172
8.600007, -0.225614, 0.345391, -0.664384
8.620008, -0.168874, 0.363282, -0.665978
8.640008, -0.132237, 0.366455, -0.641877
8.660008, -0.116447, 0.367280, -0.599212
8.680009, -0.093352, 0.362401, -0.553784
8.700009, -0.062456, 0.355788, -0.516895
8.720010, -0.025955, 0.350873, -0.485968
8.740010, 0.002239, 0.343996, -0.454342
8.760011, 0.026072, 0.333174, -0.423128
8.780011, 0.053510, 0.316711, -0.398778
8.800012, 0.072428, 0.306582, -0.379214
8.820012, 0.086367, 0.300622, -0.371889
8.840013, 0.102746, 0.297132, -0.376791
8.860013, 0.116431, 0.288408, -0.384460
8.880013, 0.122720, 0.273799, -0.392773
8.900014, 0.095993, 0.259080, -0.380778
8.920014, 0.054508, 0.240946, -0.349196
8.940015, 0.011305, 0.209338, -0.306382
8.960015, -0.016930, 0.164736, -0.266385
8.980016, -0.030324, 0.113359, -0.239394
9.000016, -0.041727, 0.048410, -0.197742
9.020017, -0.069523, -0.004622, -0.143279
9.040017, -0.110993, -0.033386, -0.094101
9.060018, -0.142921, -0.048917, -0.052155
9.080018, -0.155226, -0.050721, -0.029025
9.100019, -0.146576, -0.037515, -0.029554
9.120019, -0.123571, -0.017350, -0.043608
9.140019, -0.105239, 0.006019, -0.060886
9.160020, -0.089697, 0.027812, -0.056346
9.180020, -0.065876, 0.034114, -0.043861
9.200021, -0.035358, 0.026433, -0.021407
9.220021, -0.007151, 0.031188, -0.016402
9.240022, 0.020522, 0.040177, -0.023881
9.260022, 0.041158, 0.051936, -0.034827
9.280023, 0.052485, 0.063002, -0.043469
9.300023, 0.049523, 0.067192, -0.037807
9.320024, 0.039033, 0.073636, -0.036199
9.340024, 0.032930, 0.074585, -0.037203
9.360024, 0.029244, 0.077355, -0.046852
9.380025, 0.022530, 0.080247, -0.053369
9.400025, 0.011397, 0.069813, -0.046881
9.420026, -0.012658, 0.059635, -0.020594
9.440026, -0.037422, 0.054310, 0.007534
9.460027, -0.045042, 0.045125, 0.034331
9.480027, -0.045276, 0.039209, 0.053917
9.500028, -0.044767, 0.048150, 0.062804
9.520028, -0.044150, 0.057678, 0.068636
9.540029, -0.050476, 0.059706, 0.078878
9.560029, -0.052439, 0.064516, 0.074611
9.580029, -0.043062, 0.071952, 0.066586
9.600030, -0.040632, 0.076715, 0.057950
9.620030, -0.037971, 0.082549, 0.050217
9.640031, -0.040827, 0.090877, 0.042371
9.660031, -0.047058, 0.088841, 0.040505
9.680032, -0.043389, 0.084296, 0.029846
9.700032, -0.046934, 0.080325, 0.019199
9.720033, -0.047133, 0.077486, 0.006757
9.740033, -0.045303, 0.071796, -0.007663
9.760034, -0.041483, 0.060947, -0.016158
9.780034, -0.039082, 0.043727, -0.017341
9.800035, -0.034629, 0.026018, -0.014806
9.820035, -0.027542, 0.006270, -0.005124
9.840035, -0.008707, -0.014530, 0.003438
9.860036, 0.008616, -0.033828, 0.018925
9.880036, 0.018600, -0.042936, 0.031350
9.900037, 0.037647, -0.054664, 0.032297
9.920037, 0.058863, -0.077852, 0.033944
9.940038, 0.062213, -0.108953, 0.048131
9.960038, 0.047934, -0.141536, 0.068592
9.980039, 0.024107, -0.157490, 0.075175
10.000039, 0.006424, -0.168268, 0.075699
10.020040, 0.000649, -0.186455, 0.084967
10.040040, -0.024475, -0.185938, 0.085226
10.060040, -0.068339, -0.153435, 0.079488
10.080041, -0.118020, -0.112112, 0.078812
10.100041, -0.151489, -0.080867, 0.092541
10.120042, -0.148159, -0.071459, 0.113722
10.140042, -0.120670, -0.063499, 0.132739
