t, ur1, ur2, ur3
7.899993, -15.664948, 40.760208, -15.089452
7.919993, -18.178988, 40.784443, -13.012260
7.939993, -17.108757, 38.255592, -19.619097
7.959993, -18.086641, 44.425259, -12.433064
7.979993, -18.041035, 41.911388, -11.377845
7.999993, -23.092318, 46.564186, -9.285519
8.019994, -19.965801, 38.946835, -6.687631
8.039994, -27.571053, 43.596565, -12.266524
8.059995, -25.992630, 38.534096, -10.709951
8.079995, -26.476229, 37.032722, -9.169092
8.099996, -26.970825, 37.572586, -5.592753
8.119996, -30.018368, 40.668850, -5.587516
8.139997, -31.018747, 33.026096, -5.581058
8.159997, -31.519712, 33.035328, -3.539665
8.179997, -28.450899, 29.973099, -5.088203
8.199998, -27.945305, 29.468481, -1.014328
8.219998, -31.024183, 25.897537, -2.050970
8.239999, -27.963215, 25.394695, 2.022595
8.259999, -34.101986, 19.267248, 11.713292
8.280000, -31.541128, 15.704509, 9.658305
8.300000, -34.596771, 14.183744, 10.669769
8.320001, -32.553715, 15.714961, 11.670969
8.340001, -33.586605, 12.633919, 14.201089
8.360002, -36.667450, 12.616408, 14.183134
8.380002, -36.688332, 14.123956, 14.157567
8.400002, -36.711636, 10.513295, 16.683571
8.420003, -36.229946, 14.052560, 18.186718
8.440003, -37.279816, 10.441100, 16.116367
8.460004, -34.245689, 10.919662, 14.047976
8.480004, -34.797199, 10.884774, 15.036182
8.500005, -34.333462, 10.332464, 12.446751
8.520005, -31.820410, 9.272086, 13.435478
8.540006, -31.354820, 13.320284, 12.892711
8.560006, -29.346783, 10.730664, 11.337358
8.580007, -26.817297, 13.255457, 8.255761
8.600007, -26.331900, 14.763882, 6.197878
8.620008, -23.806440, 14.227106, 7.207290
8.640008, -23.318668, 17.270781, 3.625159
8.660008, -18.226526, 15.213902, 0.562648
8.680009, -18.246500, 24.393724, -1.480521
8.700009, -15.711576, 13.132972, 2.613972
8.720010, -12.655256, 17.215742, -3.503804
8.740010, -9.085964, 24.373306, -3.489023
8.760011, -8.574213, 24.382116, -7.043568
8.780011, -7.029314, 23.371269, -10.073588
8.800012, -6.508118, 22.867805, -10.556678
8.820012, -5.988299, 34.115494, -15.647777
8.840013, -3.928874, 27.476349, -11.025252
8.860013, -4.410665, 28.003202, -18.145571
8.880013, -5.404807, 34.671684, -19.647703
8.900014, -4.870207, 32.648029, -18.092840
8.920014, -5.344730, 37.784603, -18.062479
8.940015, -8.365484, 37.310081, -16.489250
8.960015, -7.799370, 39.393372, -19.510992
8.980016, -9.795211, 35.337517, -16.409111
9.000016, -10.775660, 36.387756, -15.361038
9.020017, -14.311163, 38.468494, -13.806841
9.040017, -13.249175, 40.042645, -15.317539
9.060018, -15.765779, 34.972385, -9.161813
9.080018, -15.222857, 31.430195, -11.190134
9.100019, -18.768635, 34.026802, -7.597905
9.120019, -19.256939, 28.439169, -6.059154
9.140019, -23.836098, 29.479267, -5.551940
9.160020, -23.314814, 17.739149, -3.523375
