t, phi, uk, ur, tm
8.300000, -0.010398, -0.015101, 26.861561, -0.006741
8.320000, -0.011034, -0.011319, 26.354355, -0.008413
8.340000, -0.010788, -0.011622, 26.865040, -0.006659
8.360000, -0.011561, -0.013413, 23.797270, -0.016007
8.380000, -0.012301, -0.010100, 24.311567, -0.016641
8.400000, -0.012836, -0.002520, 24.830135, -0.014255
8.420000, -0.012034, 0.006406, 24.328074, -0.007212
8.440000, -0.011615, 0.013795, 21.269485, -0.006866
8.460000, -0.011002, 0.018342, 21.785017, -0.001113
8.480000, -0.010077, 0.021313, 21.277002, 0.003465
8.500000, -0.009778, 0.022050, 21.788725, 0.005972
8.520000, -0.010182, 0.020207, 23.830889, 0.006760
8.540000, -0.011573, 0.016004, 22.293667, -0.003863
8.560000, -0.010697, 0.016151, 22.293814, -0.000051
8.580000, -0.009354, 0.020761, 21.787437, 0.007133
8.600000, -0.007645, 0.021564, 23.832245, 0.018258
8.620000, -0.007179, 0.017402, 21.784077, 0.014718
8.640000, -0.008047, 0.007290, 21.773966, 0.005941
8.660000, -0.009105, 0.005739, 21.772415, 0.000650
8.680000, -0.008379, 0.010313, 21.776989, 0.006043
8.700000, -0.007030, 0.018526, 21.785202, 0.015918
8.720000, -0.006192, 0.022150, 21.277840, 0.020457
8.740000, -0.006548, 0.020161, 21.275850, 0.017938
8.760000, -0.005734, 0.015509, 20.760212, 0.018215
8.780000, -0.004569, 0.009578, 21.776255, 0.021921
8.800000, -0.004318, 0.006132, 21.261822, 0.020403
8.820000, -0.004410, -0.001917, 24.830738, 0.021980
8.840000, -0.004534, -0.011038, 24.821617, 0.016871
8.860000, -0.005252, -0.019743, 24.301926, 0.008580
8.880000, -0.004927, -0.023652, 24.298016, 0.008002
8.900000, -0.005370, -0.021748, 24.299919, 0.007069
8.920000, -0.006029, -0.018622, 21.237068, 0.000673
8.940000, -0.006531, -0.013190, 24.819464, 0.007274
8.960000, -0.007800, -0.007206, 25.336496, 0.005726
8.980000, -0.008189, -0.005106, 24.316563, 0.003405
9.000000, -0.008763, -0.003264, 21.763411, -0.002414
9.020000, -0.008601, 0.001643, 21.257332, -0.000117
9.040000, -0.008559, 0.005055, 24.326723, 0.006931
9.060000, -0.008302, 0.003433, 21.259123, 0.002054
9.080000, -0.008437, -0.003012, 23.807671, 0.002538
9.100000, -0.008333, -0.008732, 24.823923, 0.001826
9.120000, -0.008288, -0.014511, 24.818144, -0.000881
9.140000, -0.008374, -0.020583, 24.301086, -0.005157
9.160000, -0.008766, -0.022189, 27.365519, -0.002484
9.180000, -0.010002, -0.023269, 26.853392, -0.009153
9.200000, -0.010797, -0.022338, 24.299330, -0.016372
9.220000, -0.011024, -0.016861, 25.326841, -0.012874
9.240000, -0.010533, -0.008500, 24.313169, -0.008297
9.260000, -0.010635, -0.005554, 21.761122, -0.011548
9.280000, -0.010106, -0.003596, 24.829060, -0.003153
9.300000, -0.009192, -0.004946, 24.316723, -0.000792
9.320000, -0.008872, -0.014155, 21.752522, -0.008350
